Id,Price
4567,161441.51499820416
5925,129095.35327368716
960,159139.24967538659
3848,156307.63369667926
746,193027.83543749017
868,394434.4734284442
672,129212.81826525461
2471,196302.72676336672
4510,137123.68820334872
8354,220064.77150320195
6393,171332.71974991902
13270,229420.63797189918
5250,333317.4773759567
16751,173345.8096875719
11404,127403.09944359976
10588,304199.53366990964
14925,201579.26763657242
6791,222878.5322519751
16097,179804.70750544962
16428,371399.8588777957
6945,342276.6927918289
3190,185569.1798230761
15709,426153.35243945924
13155,186681.543018471
7675,213674.90197824
14686,243261.73241176337
609,179501.54736811164
11155,178436.9599530769
10869,204217.66939735503
15742,183140.71125316265
9245,198324.69806309754
3340,203153.65898979877
2359,276777.5336388589
8070,232370.821564761
13707,137026.032805437
16079,292405.70181290497
15937,298723.4807710962
14090,175051.21960491262
9008,216573.94003870245
16384,176338.6704875396
11657,257566.6078806925
13151,178455.93229309042
8990,201542.61379936867
11857,192129.04693091926
1565,164777.69355440876
8174,101869.67146720849
9247,254817.38594465677
10478,211479.90872957025
15509,160874.5639731924
8306,195570.02716202597
6642,184551.32849819137
7472,226603.55341213316
15989,131219.2714725358
13682,133983.7696980431
163,230609.53335169767
7076,179351.87240876604
7478,330121.7274868924
3029,183345.88867412193
1814,140608.1088583776
10057,125724.55134530297
15100,197255.41339046258
12694,212202.58873231613
6291,180194.6158197493
12603,206206.230795056
3218,265770.9035033739
13456,129278.55961663202
10170,249386.8258128064
4530,172472.64875288942
13329,169090.41465002362
4820,154076.42332339505
10896,180189.38132924054
13416,126270.58274940835
2701,233261.90751097648
11265,330894.7784597092
9189,325582.6003475662
1858,162007.03975456746
14536,232878.56891648629
6199,308483.6677864958
14730,160472.87946794793
7510,231839.71992047745
15505,176180.00114759227
7446,163671.25289758522
14016,185007.39487887465
14113,126451.72608010535
8721,262524.665527752
6193,283448.038712267
5717,186896.47439162058
5427,333660.7295624943
9520,448635.5980275954
6869,122939.98025896036
1658,163252.09376434964
6639,211210.87061424367
6283,190748.84115064223
6257,129572.52195242055
15235,171231.97267634072
902,231361.19444018192
8932,202405.62722302295
16469,327407.5485276177
2825,259051.0535485095
6450,411840.6909954878
11366,174480.4032384403
3801,317316.9254566102
11385,187090.11253181656
1079,198424.02010742069
3202,244408.87972054497
676,240392.78962306574
6185,270869.3615881121
7730,172056.54560053765
2573,172796.13613653445
10978,200201.71824144822
10962,264377.2149732848
8870,197356.85851362458
8496,179124.7505697911
5517,170362.13020005872
927,182031.4415888534
13675,184880.34736733756
1499,223880.2192853825
15536,309476.71329481737
8602,326242.8308016641
12137,386596.74634315056
9865,238210.57783813705
16353,269930.4278828719
15908,208719.74989943596
3944,190320.44181244448
10359,197628.4847756935
15158,218748.82728719455
3259,256836.00719173715
7220,326609.24335957336
13843,214584.06438448222
16736,196916.8961947038
702,247254.2054032597
16401,135630.08565520775
12134,203947.94980273486
6918,203380.6013343761
11792,130631.0973809543
3798,172800.76597998114
10395,130748.32144640428
11099,154339.93079985355
7090,205184.62667484357
11260,196248.8861298002
9647,225910.0181381104
2903,345866.5207413791
2071,189988.75243373305
8604,212271.0630274685
9346,197837.35368679027
3945,215436.78924019012
3420,136262.03497941158
10842,130466.90630475953
725,166861.83122477346
13931,202625.92263325007
16330,253624.42830623762
9066,402053.2201587417
3326,311917.187768969
1556,268758.0375634448
6579,115619.85280996565
13877,162624.91300284292
9857,341004.39725360647
7302,246212.22195620983
5684,174985.9536640474
6513,239289.2459008962
11342,124137.47645713948
16561,236965.32745098014
6885,188288.28883624112
9308,176613.62381210094
2559,174708.29450708526
6648,179949.56162053603
15260,191260.90323217757
5113,177696.37025398566
16492,185829.45813239648
12034,276922.0469083878
7248,209931.5156089753
2171,201523.53209339216
10594,170044.06413934473
13241,187435.26538344522
7032,167022.56552156468
4884,165687.55791781156
903,250978.32002989878
162,165438.26080030217
6566,226455.95687119907
8249,136032.4646124392
13106,218873.20516201772
256,130544.80009355687
7976,169128.25593017534
8575,178383.13856221858
7591,284005.4960243607
3204,246332.94051817377
15804,190375.22515855113
1525,329344.36704767344
9038,200507.76851791152
13628,197139.49862443656
10016,199111.22720313893
10208,229209.89663600634
2008,200807.58698383157
13029,208699.42455212172
5099,130331.14773920004
9923,323909.098691717
9461,153410.35026550177
11086,177762.97283209686
15057,234465.10723144677
10689,179777.02969182443
2053,244969.65579731896
16630,205303.92520579934
4985,168434.20189502984
13881,243654.04318563046
13225,186150.19212516252
5779,93164.65607477892
10262,173220.45414873483
10762,241519.56934050284
9513,182564.2488254253
11128,179116.45917950815
2074,313049.50030606805
933,198890.3619084255
2780,175256.73030730116
6594,117649.11840746297
15394,299360.791789193
14863,142611.55862359743
6698,208399.8163753982
1611,291156.1801926884
174,191470.65632010959
5160,242961.05627931538
3295,313491.6458461046
4559,338711.5092525799
8254,176996.5431127652
10228,122186.8999533414
13924,138850.4047390614
15341,247308.9860953239
4353,182827.25192508902
4334,93253.74132035738
1872,176230.76697790713
7823,174776.50994412915
310,173520.3383518741
3704,246792.54055851683
11615,260559.8349173629
6605,198053.57938441756
3381,178598.5167311499
2143,140781.91586440636
3191,249560.9566908173
13980,131379.76698000537
15613,165822.7895553314
10943,246421.14429100405
9654,194635.09726637576
16053,444993.90893611347
14931,214676.5993532662
8299,242999.91479757655
2147,175840.94042406481
11567,364885.56617145514
5905,131839.7680491454
11160,132084.6373674083
8275,141055.49890515025
16398,226394.73430245154
11229,191756.8219842687
10309,179180.4308150845
7340,251083.83610113338
7653,174991.44275513873
272,229033.39984415742
9831,228666.76352346598
5016,152749.0730346101
5968,94158.62471907918
796,224386.63623346388
12123,129430.54530582053
16629,194403.3473789922
2637,167540.61005929165
6194,211122.37241576955
6216,327807.17060755624
14346,171584.2142398652
6428,141946.2935884828
2891,249660.91992775173
84,190681.75722383466
9260,209455.70549071013
15250,159390.83199571574
2348,184574.15196611176
10427,279889.3967637602
13230,248245.43638862195
1691,184755.30864291813
8803,129759.74230963664
5464,245979.5146678468
10559,123062.39813669777
16787,300541.605221479
4278,168010.25923648698
6183,180901.25917883214
12775,174310.82836534732
10104,175449.76030302077
13663,202754.12963251406
9404,247033.44448609275
14724,186447.39512502693
10040,178493.59759437674
4646,180675.5950210029
4754,161557.4270700368
3310,213266.0270795006
2003,189300.3681097942
7312,214527.35616343503
10921,224665.02951141325
13419,266075.96749003144
10105,166244.18270005568
2196,337988.78776804986
12659,233012.36440772918
4380,212858.8448529445
10847,151956.30068930925
10805,265106.85986861034
8709,115122.88710265476
8319,175699.17257615793
2215,189110.85973465035
7000,205773.07869557015
7701,115715.39546982892
9678,199027.77623303616
14026,216551.63577004272
7971,176094.08063577831
13734,141517.02322471677
16483,188980.04879718088
6150,211341.90634671447
2931,297404.0143703522
5418,184699.65530095392
1662,418226.90540231415
2441,211979.03931661978
669,170448.30577278938
7734,171446.46339246148
6010,265690.68971006165
266,129082.82594305908
632,128303.7913754887
16221,151893.144022033
11832,177343.9110734395
5035,131393.13065729273
37,125765.3270681193
6168,187456.79197220347
11757,188202.25643942787
8086,133884.1004592521
6529,239226.44062198442
15121,224935.264336588
13904,140862.8958253212
3711,181502.6396126984
16563,158361.78383484972
14494,192535.262220775
3006,206586.33295146134
15299,134125.0559433832
92,260558.4978903496
8066,201889.00970866624
16071,199415.4157058229
10662,159138.0182961959
3883,254316.72233499005
5511,150587.5405618943
2821,271261.83487434476
9570,177162.49992840298
4326,235171.9460369436
9251,222625.0194228455
9031,207237.33953776813
12689,186093.0267350567
16380,279848.4865285397
1053,240646.19873412547
4568,231266.4808121015
16140,124015.61288706062
14356,402737.6225082731
8466,177182.0343459737
15652,149583.49514248822
3285,124897.35995196496
3198,167267.01693125567
14088,340806.28563228017
2268,130969.91926560183
15472,208136.19263902988
1203,240854.14123936783
7157,293438.2987221409
6886,213015.41691180426
5083,246297.09165201682
7467,124859.59072649425
14068,213781.95204316574
2080,187814.91315854408
10865,141895.75442580276
13516,169647.91087232437
14150,201263.9990813485
7609,119731.75329831835
2144,303767.2868325973
10357,204150.33975352877
2396,238081.39665357157
1526,303845.3520713981
10890,248425.92820528187
8638,317383.8141770082
6050,267203.90100801794
7639,123479.7541369034
10544,178503.5047388379
9577,258805.1717690382
13195,213139.99436835037
3484,239578.66730317645
16668,363484.3876475699
7171,175211.17607310068
8547,219822.50167827524
12735,215957.81130188916
9093,198775.86241546084
15323,278424.9764914376
14897,156835.30062743404
5135,134813.7692383431
5327,235196.42749561675
13133,252442.81107370672
1676,263283.22749969026
16296,274957.26466789376
1095,160903.71201190323
12528,150683.40624148268
7348,271271.2887460967
11663,175901.3610102758
1803,205623.1852580512
1510,244753.7536962615
16045,171032.93830737236
2900,156294.87579084525
3236,192509.8629837312
1318,263379.3822024022
14948,219890.29935793605
7840,291589.41305731656
